pool_index,nombre,provincia_id,lat,lng,image_url
846,Santa Mónica,6,-32.0688257152431,-64.5743119195038,
847,Daireaux,2,-36.5996329364507,-61.7475424056289,
848,Aparicio,2,-38.6210723556348,-60.8828151033228,
849,Icaño,22,-28.6814772838937,-62.8811801112625,
850,La Redonda,10,-22.5288919293473,-65.5222730667181,
851,16 de Julio,2,-37.2005149676994,-60.1646533455059,
852,Concepción del Uruguay,8,-32.4846612655344,-58.2321207793941,
853,Santa Catalina,6,-30.8700983278842,-64.2332883401605,
854,Quehué,11,-37.1218223497211,-64.5151767302443,
855,San Pedro,3,-27.956622281426,-65.1711750391747,
856,Media Naranja,6,-30.6440766851484,-64.9282561270634,
857,Fray Luis Beltrán,13,-33.0039959793783,-68.6644514558642,
858,Tuclame,6,-30.7465914481217,-65.23562125983,
859,Camarones,5,-44.7984548743215,-65.7103327509875,
860,Los Helechos,14,-27.5576633248325,-55.0762633853702,
861,Palo Negro,22,-29.6750721838322,-62.1356230496784,
862,Villa Guillermina,21,-28.2445243528436,-59.4514812904741,
863,Santa Teresita,2,-36.5405925007164,-56.6929407422398,
864,San Pablo de Reyes,10,-24.1468540136486,-65.3939437454147,
865,Villaguay,8,-31.8676375710354,-59.0268852125777,
866,Pampa Blanca,10,-24.5351759256118,-65.0725522666854,
867,Comallo,16,-41.0300475922462,-70.2693232296497,
868,Ranchos,2,-35.5164055720187,-58.3188155184514,
869,Sierra Colorada,16,-40.5873766177123,-67.7556041505321,
870,Vivoratá,2,-37.6631550913681,-57.6681208064657,
871,Anisacate,6,-31.7255025269638,-64.4140689988532,
872,Andalgalá,3,-27.583018934635,-66.3154326848738,
873,Pozo Salado,16,-41.0127515398258,-64.162498025301,
874,General Lavalle,2,-36.4080860934361,-56.9433578443012,
875,Río Tala,2,-33.7692927806971,-59.6394845323378,
876,Tatacua,7,-28.3759194197758,-58.3211361606206,
877,Colonia Hinojo,2,-36.8799103261886,-60.1774961047109,
878,Bahía San Blas,2,-40.5546481170889,-62.2367631095421,
879,Selvas del Río de Oro,4,-26.8023527458967,-58.9570266168189,
880,Bajada del Agrio,15,-38.4074381401439,-70.0331055913877,
881,Río Grande,23,-53.7863260891398,-67.6963281355519,
882,Gobernador Costa,5,-44.0487066290367,-70.5990240935454,
883,Simbol,22,-28.1010690397827,-64.2135705216372,
884,Olta,12,-30.6306764073915,-66.2672510854986,
885,Lartigau,2,-38.4472093172749,-61.5668870057787,
886,Las Martinetas,2,-37.1991985887987,-61.1225497444096,
887,Cona Niyeu,16,-41.8655897632696,-66.9386596766742,
888,Cañadón Seco,20,-46.5615341694967,-67.6106327547081,
889,Rodeito,10,-24.2715498602449,-64.769409778743,
890,Gobernador Mansilla,8,-32.5454358721796,-59.3566188061038,
891,Sierras Bayas,2,-36.9327185415247,-60.1613850642696,
892,Cholila,5,-42.5113511427512,-71.4311343839162,
893,Sauce de Luna,8,-31.2395232659228,-59.2173710836707,
894,Seeber,6,-30.9257254718205,-61.9741593359892,
895,Udaquiola,2,-36.5623679036851,-58.5346963188253,
896,Bahía Bustamante,5,-45.1283019301185,-66.5366462623791,
897,Andant,2,-36.5600651584196,-62.1390192027148,
898,Sierras de Encalada,13,-32.9939522051273,-68.9327343722195,
899,Diego de Rojas,6,-31.0285400659698,-63.3383832232436,
900,Iruya,17,-22.7921073376729,-65.216284390102,
901,Bernardo Larroude,11,-35.0259493098283,-63.582754454385,
902,Saladillo,6,-32.9338712550359,-62.3437118793861,
903,El Palenque,8,-31.6537567407046,-60.1666164581891,
904,San Antonio,3,-28.9324823811566,-65.0969169795382,
905,San Vicente,21,-31.6991603621321,-61.5673740131608,
906,Villa Silípica,22,-28.1084637432615,-64.149598741784,
907,Mayor Drummond,13,-33.0194203114596,-68.8757421386204,
908,Nueva Esperanza,22,-26.2001853582876,-64.2400175508114,
909,Capayán,3,-28.7745953259886,-66.0464851077306,
910,Lanús,1,-34.7056418367328,-58.3947105032598,
911,San Bernardo,21,-28.6674118377273,-61.5280166384228,
912,Los Lapachos,10,-24.4769979787676,-65.0767204118012,
913,Paula,2,-36.5035708180565,-61.0248313843972,
914,Frontera,21,-31.4264633022883,-62.059209344983,
915,Juan Llerena,19,-33.280768727113,-65.6139609566477,
916,Rivera,2,-37.1605967438711,-63.2417897238929,
917,Pampa Blanca,3,-27.6525269917378,-67.6147649623261,
918,El Huecú,15,-37.6449076961031,-70.5810247987594,
919,San Antonio,10,-24.2186828438865,-64.8067874841322,
920,Toba,21,-29.2681635262819,-60.1715414465427,
921,Cayastá,21,-31.2007506608006,-60.1593537908308,
922,Chilibroste,6,-32.332692033009,-62.5107956684272,
923,La Clotilde,4,-27.1773371114827,-60.6326696472275,
924,Santuario de Tres Pozos,10,-23.5326668137361,-65.9626012985015,
925,Las Cañadas,6,-30.9149930562395,-64.7347253605041,
926,Rosario del Saladillo,6,-30.4314282701955,-63.4739413675133,
927,Mártires,14,-27.4231319468937,-55.3772951438647,
928,Las Tejas,3,-28.6586825818773,-65.7838015450735,
929,Los Talares,6,-31.4071472476818,-65.0470184171855,
930,Juan F. Ibarra,2,-36.3471482703942,-61.2540350435255,
931,Villa General Savio,2,-33.4359779795503,-60.1464497657147,
932,Estación Robles,22,-28.0490800415143,-63.9912324968561,
933,San Esteban,6,-30.9211407617316,-64.5363714632324,
934,Sol de Julio,22,-29.5653281967786,-63.4570787837756,
935,Garayalde,5,-44.6868450088092,-66.6209399544842,
936,San José de Metán (Est. Metán),17,-25.497105506489,-64.9710598936614,
937,Rivadavia,17,-24.1849708502559,-62.8883049139516,
938,Villa Sarmiento,6,-31.9362411067801,-65.1930983136866,
939,La Playa,6,-31.0096689758107,-65.3612671996185,
940,General San Martín,1,-34.5527540154453,-58.5643041474744,
941,General Fotheringham,6,-32.3224142092327,-63.8684716593729,
942,Toledo,6,-31.5537838091558,-64.007370952362,
943,General Belgrano,13,-32.8846817221554,-68.7930308168728,
944,Yapeyú,7,-29.4708978724135,-56.8150660492958,
945,Tupelí,18,-31.8361143552242,-68.3585157462202,
946,Guanaco Muerto,6,-30.4786437166254,-65.0615999465835,
947,Villa Mariano Moreno - El Colmenar,24,-26.7758280168067,-65.2090924405236,
948,El Diquecito,6,-31.351083671148,-64.3653214047373,
949,Vértiz,11,-35.4274437817854,-63.9099859200885,
950,Coyaguaima,10,-22.7694173407619,-66.4409076444878,
951,Las Garzas,21,-28.8471373739071,-59.4996545959492,
952,Farallón Negro,3,-27.3041623736755,-66.6822430627839,
953,Arroyo Leyes,21,-31.5604450839944,-60.5191788520517,
954,Santa Regina,2,-34.5495606455266,-63.1733404556288,
955,General Pinedo,4,-27.3253861556851,-61.2809982820843,
956,Villa Iris,2,-38.1717529535533,-63.2353429054024,
957,Coronel Vidal,2,-37.446516203999,-57.7293917658395,
958,Villa Bolaños (Médano de Oro),18,-31.6289356743606,-68.4803773058198,
959,Villa Espil,2,-34.5053553124901,-59.3383393878777,
960,Olegario V. Andrade,14,-27.5675867451281,-55.5022799674985,
961,Castelli,2,-36.0909178514273,-57.8074789990778,
962,Suncho Corral,22,-27.9328457136607,-63.4301522032626,
963,Murphy,21,-33.6422977767819,-61.8583359216397,
964,Colonia Caroya,6,-31.0220555873766,-64.0617128675296,
965,Machigasta,12,-28.5435379588255,-66.7911093070646,
966,Esteban Echeverría,1,-34.8312135656244,-58.4769479291391,
967,Luzuriaga,13,-32.9445820388825,-68.807002419649,
968,Esquina,6,-31.077912151744,-63.7936405494997,
969,Pueblo Nuevo,14,-26.2434147442071,-54.5912229687966,
970,Potrerillos,13,-32.9623209970114,-69.2010471464719,
971,San José del Rincón,21,-31.6065059123067,-60.5674419427924,
972,Delfín Huergo,2,-37.3211075196649,-63.2343847273828,
973,Estación Yuquerí,8,-31.398216856989,-58.1624358668396,
974,Goya,7,-29.1400763814368,-59.2598912571001,
975,28 de Julio,5,-43.3892221634843,-65.8404264784686,
976,Tesorero,10,-23.9480051826533,-65.2995631246957,
977,El Plumerillo,13,-32.8486094901654,-68.8054574601639,
978,El Carril,17,-25.0766719059947,-65.4892366816723,
979,Graneros,24,-27.6494921665183,-65.4394284896125,
980,Las Grutas,16,-40.8090870932712,-65.0880740060036,
981,Naicó,11,-36.925725758829,-64.4050728875869,
982,Jesús María,6,-30.9761309355354,-64.0957931680719,
983,Villa Cerro Azul,6,-31.0706651818848,-64.3162353926988,
984,Fraga,19,-33.502087069887,-65.7926477789763,
985,Dos de Mayo Nucleo III (Bº Bernardino Rivadavia),14,-27.013338352247,-54.6081561343144,
986,Villa Castelli,12,-29.0201422388977,-68.2294831234224,
987,General Villegas,2,-35.0326342651802,-63.0150256475539,
988,San Jorge,21,-31.896153096459,-61.859653303999,
989,Arroyo Los Patos,6,-31.7625990511637,-65.0043489052346,
990,Seclantás,17,-25.3317582680715,-66.2442024607425,
991,La Carrera,3,-28.3568429260322,-65.7073114373778,
992,Yerba Buena - Marcos Paz,24,-26.810819983931,-65.2834322486714,
993,Angel Gallardo,21,-31.5558263149001,-60.678416469082,
994,Aguilares,24,-27.4350836108284,-65.6149801745018,
995,San Felipe,17,-25.7175218465835,-64.8368275276886,
996,Golondrina,21,-28.5563754722768,-60.024787423055,
997,Quilmes,1,-34.7349707991152,-58.2768580209942,
998,Tilisarao,19,-32.731249917627,-65.2913406894861,
999,El Aybal,3,-29.1093301379728,-65.3612210197212,
1000,San Luis,19,-33.3020864829706,-66.336854573535,
1001,Santa María,14,-27.9345141293085,-55.407334404252,
1002,Los Cerrillos,6,-31.9726991999298,-65.4446382249255,
1003,Barrio Manantial Rosales,5,-45.8184020010556,-67.5256775019651,
1004,Sevigne,2,-36.20692525136,-57.7426997674509,
1005,General Juan Madariaga,2,-37.0019581688764,-57.1358378165266,
1006,Sancti Spiritu,21,-34.0077256422035,-62.2415412953365,
1007,General José de San Martín,4,-26.5363023600367,-59.341321005154,
1008,Villa del Curi Leuvú,15,-37.1311433834686,-70.3977338224825,
1009,Henderson,2,-36.2981771240063,-61.7185623851795,
1010,La Mesada,3,-27.4441549431067,-66.0022126478121,
1011,28 de Noviembre,20,-51.579613896166,-72.2116403934705,
1012,San Antonio,21,-31.212319675124,-61.7247451186676,
1013,San Javier,16,-40.7497987732917,-63.2671141099008,
1014,Empedrado,7,-27.9507030287188,-58.8030952116087,
1015,Monte Potrero,3,-28.1790226989676,-65.6627541955027,
1016,Pampa del Infierno,4,-26.5035583962904,-61.1765724474723,
1017,Rinconada,10,-22.4407001997033,-66.1671505103563,
1018,Pellegrini,2,-36.2679141882286,-63.164721899616,
1019,Mariano H. Alfonzo,2,-33.9135085343931,-60.8371254638542,
1020,San Fernando del Valle de Catamarca,3,-28.4690132409229,-65.7789173519908,
1021,Monje,21,-32.360370426828,-60.9428302735559,
1022,Las Ovejas,15,-36.9889729158681,-70.7495207912724,
1023,Chacras de Coria,13,-32.9694816435606,-68.8715140834301,
1024,El Caramelo,21,-33.128516221415,-60.7134010873951,
1025,Panquehuá,13,-32.83951388266,-68.8315407292845,
1026,Pavón Arriba,21,-33.3115885168245,-60.8242985579761,
1027,Weisburd,22,-27.3189012100363,-62.5850420164749,
1028,Papagayos,19,-32.6751032105002,-64.9889496777423,
1029,Mattaldi,6,-34.4812565933205,-64.1706963757217,
1030,Ibarreta,9,-25.2144997571403,-59.8588924367402,
1031,General Alvear,14,-27.4263468328633,-55.1696034483008,
1032,Tala Huasi,6,-31.47331489974,-64.5669430617586,
1033,Pozo del Tigre,9,-24.8955535452057,-60.3191845154689,
1034,Cuchillo Co,11,-38.3336784745407,-64.6422526958764,
1035,Los Nogales,21,-33.1401348565952,-61.6046539899734,
1036,General Conesa,16,-40.1061860032175,-64.4530141062483,
1037,Tramo 16,22,-27.6966743708812,-64.167153232815,
1038,El Potrillo,9,-23.1624402104856,-62.0089628640968,
1039,Salto de las Rosas,13,-34.7254615800356,-68.2312539818003,
1040,Quenumá,2,-36.5693430120432,-63.0881107599791,
1041,Ibarlucea,21,-32.8518641103817,-60.7854799082173,
1042,Río de los Sauces,6,-32.528642164266,-64.5886875602836,
1043,Rancul,11,-35.0677697430794,-64.6842161304454,
1044,El Ceibal,10,-24.298920017466,-65.272248325969,
1045,Patay,22,-26.8400036660809,-62.9305196363882,
1046,La Paisanita,6,-31.720939823599,-64.4819274895,
1047,Tala Cañada,6,-31.3544884840507,-64.9759061303191,
1048,San José Banda,3,-26.7974352576604,-66.0851845538927,
1049,El Peral,13,-33.3671344564996,-69.184087743799,
1050,María Juana,21,-31.6756082195174,-61.7516795024192,
1051,La Dormida,13,-33.3467169029102,-67.9171317609661,
1052,Mina Providencia,10,-23.2629239197221,-66.7985177888674,
1053,Zanjitas,19,-33.8049807292467,-66.4150490433948,
1054,La Maroma,19,-35.2139223516326,-66.3294861143342,
1055,Fray Luis Beltrán,21,-32.7815481103946,-60.7310114690631,
1056,Vásquez,2,-38.1758010070279,-60.1697910561822,
1057,Las Lomitas,9,-24.7081356055775,-60.5913768828427,
1058,Mar Chiquita,2,-37.7455394778204,-57.4254102752995,
1059,Colonia Rosa,21,-30.3003827175452,-61.9838181025651,
1060,Colonia Aborigen,4,-26.9558881616296,-60.2028728637073,
1061,Barrios,10,-22.2470721722284,-65.5292683777942,
1062,Río Pico,5,-44.1793548777281,-71.3683181076623,
1063,Barrio La Palmera,13,-32.7019676976416,-68.540094592933,
1064,Puelén,11,-37.3441736915125,-67.6195574260177,
1065,Eusebia y Carolina,21,-30.9477277818981,-61.8560758566218,
1066,Olacapato,10,-24.1141486610386,-66.7193694638104,
1067,Osvaldo Magnasco,8,-31.3131029387782,-58.0593224688058,
1068,Paraná,8,-31.7401601621031,-60.5274260494443,
1069,Aldea San Rafael,8,-31.957411232207,-60.2546306448179,
1070,Los Molinos,12,-28.7462260751301,-66.9326433048519,
1071,San Lorenzo,21,-32.7472614035676,-60.7356874598046,
1072,Nogolí,19,-32.9186674101875,-66.3247145808181,
1073,Guadalupe Norte,21,-28.9450535978396,-59.5636259310249,
1074,Villa Lago Meliquina,15,-40.3832509265768,-71.2533978159202,
1075,Zavalla,21,-33.019631886479,-60.8784970110083,
1076,Pueblo Santa Lucía,21,-29.2819170762863,-60.402675586656,
1077,Dumesnil,6,-31.3365282658298,-64.3371664162772,
1078,Piamonte,21,-32.1439257600789,-61.9804415931331,
1079,Matorrales,6,-31.7147105639053,-63.5107183510823,
1080,Estación Lazo,8,-32.8708132401108,-59.4223303691248,
1081,Vicuña Mackenna,6,-33.9156416650297,-64.3898545567239,
1082,Barrio Araujo,24,-26.842003384481,-65.2722450135604,
1083,Las Bandurrias,21,-32.1974753473285,-61.4922790177356,
1084,El Durazno,3,-27.2472332720167,-67.0322188935562,
1085,Herrera,8,-32.4337844748277,-58.6346532355727,
1086,Villa Adela,8,-31.3982917145809,-58.0697697974359,
1087,Santa Clara,10,-24.3093701352927,-64.661845869132,
1088,Espigas,2,-36.4129582824455,-60.6731489571588,
1089,La Isleta,21,-28.4921695581722,-59.294192674801,
1090,Laprida,22,-28.3756319929947,-64.5305517169134,
1091,Perugorría,7,-29.3408478764481,-58.6082036530838,
1092,Colonia San Bartolomé,6,-31.5279083667905,-62.7237040838575,
1093,Guaymallén,13,-32.9000520819732,-68.7876776306296,
1094,Los Cóndores,6,-32.3211259681076,-64.2807422857482,
1095,Mayor Buratovich,2,-39.2608696441589,-62.6152474688671,
1096,Berrotarán,6,-32.4528417351187,-64.3879391106245,
1097,Puesto de Castro,6,-30.270528696975,-63.4263595745392,
1098,Itatí,7,-27.2692166599188,-58.2424212691191,
1099,La Paz,6,-32.2175253164184,-65.0482645389526,
1100,Carpintería,18,-31.8192198785918,-68.5413447853139,
1101,Campo Quijano,17,-24.9081333868159,-65.6429830198209,
1102,Villa del Prado,6,-31.6184320255651,-64.3912763902413,
1103,Rincón Norte,21,-31.5718361103601,-60.5310909581548,
1104,Las Esquinas,3,-28.7370287924951,-65.1089288090212,
1105,Reserva Area Protegida El Doradillo,5,-42.6445045471263,-65.0400377129512,
1106,Quetrequén,11,-35.0570468624299,-64.5231627938074,
1107,Cobos,17,-24.7360098822115,-65.0847261347695,
1108,Dique Florentino Ameghino,5,-43.6990684077202,-66.4713255559932,
1109,La Vanguardia,21,-33.3579976554596,-60.6573745480685,
1110,San Víctor,8,-30.4851899621348,-59.0283413798032,
1111,Villa Malvinas Argentinas,18,-30.2220742538966,-68.73390920848,
1112,Fortín Las Chuñas,4,-26.8843533265014,-60.9095629682866,
1113,El Trébol,21,-32.1980414318442,-61.7019155962458,
1114,Los Miranda,22,-27.4683654826246,-64.6151910126121,
1115,San Antonio,3,-28.0084614266576,-65.7104578503512,
1116,Los Amores,21,-28.1018205910224,-59.9779636045653,
1117,Barrio Emergente,16,-39.0012855325161,-67.8488191682658,
1118,Silvio Pellico,6,-32.2496252958172,-62.9308811599002,
1119,Caviahue,15,-37.8710797021714,-71.0550582533005,
1120,Las Toscas,21,-28.3548928359752,-59.2593016748146,
1121,Ranchillos,24,-26.9572149248592,-65.044492671698,
1122,Portón Negro,9,-24.9660914654583,-58.74254618393,
1123,La Reforma,11,-37.5511845454801,-66.2271088648992,
1124,San José,2,-37.5083317146316,-61.9175485050706,
1125,Damián Maisonave,11,-35.0414276195447,-64.3859123352225,
1126,Palo Labrado,3,-28.3210385814734,-65.6193479149477,
1127,Aguada Guzmán,16,-39.9818557602581,-68.8738678875398,
1128,Doctor Oscar Atilio Viglione (Frontera de Río Pico),5,-44.1913673349593,-71.6642206830995,
1129,Claromecó,2,-38.8539586602418,-60.0728340167456,
1130,San Patricio del Chañar,15,-38.6258755330047,-68.2998950009414,
1131,Ciudad Luján de Cuyo,13,-33.0345495234972,-68.8845806111688,
1132,San José,3,-26.8012447800609,-66.0697333108118,
1133,Cuadro Ortega,13,-33.2716629138512,-68.4289843897535,
1134,Mainqué,16,-39.0642453397001,-67.3056448500527,
1135,La Escondida,4,-27.1053486152867,-59.4463769418997,
1136,Fortín El Patria,19,-34.7724690564242,-65.5227577779025,
1137,Pomancillo Oeste,3,-28.3044550285186,-65.7317993779557,
1138,Brinkmann,6,-30.8664795793171,-62.0431067348053,
1139,Santa Rosa de Calchines,21,-31.4203863328414,-60.3326831079652,
1140,Camilo Aldao,6,-33.1275862241272,-62.094840853455,
1141,El Fortín,6,-31.966920207134,-62.3001762961842,
1142,Colonia Gutiérrez,18,-31.5272868342593,-68.4722227287585,
1143,Rosales,6,-34.171775958063,-63.1540264482231,
1144,Campo Durán,17,-22.2007319883787,-63.6757413854735,
1145,Saladas,7,-28.2550670289585,-58.6237267469976,
1146,San Cayetano,2,-38.345789246959,-59.6067598785519,
1147,Monigotes,21,-30.4883676247272,-61.6342311211856,
1148,La Viña,17,-25.4681172244716,-65.5655609668891,
1149,Colonia Fiscal,18,-31.9022065585762,-68.4707132112403,
1150,Posta Cambio Zalazar,9,-24.2107889359044,-60.1972624278371,
1151,Gobernador Duval,11,-38.74294207858,-66.4354280736932,
1152,Barrio Rural,14,-27.8811249994632,-55.7872757699423,
1153,Rincón de Azara,14,-28.1136188920138,-55.6295324099074,
1154,Anquincila,3,-28.7466882688681,-65.5463244146797,
1155,Amaná,12,-30.0546374920666,-67.5044362947149,
1156,Yala,10,-24.1223616451894,-65.4015758458617,
1157,Carlos María Naón,2,-35.2371509729554,-60.8232787547967,
1158,Pampichuela,10,-23.5545915952429,-65.0081791023336,
1159,Mechita,2,-35.0673861094949,-60.4034270101324,
1160,Villa Campanario,16,-41.060686298268,-71.4938899793639,
1161,Tomás M. Anchorena,11,-36.8403408637171,-63.5248220159942,
1162,Copacabana,3,-28.1754144915285,-67.488040108495,
1163,Colonia Mayo - Barrio La Milagrosa,24,-26.8337535527742,-64.988184668443,
1164,El Desmonte,3,-26.88323272949,-66.1016634591571,
1165,San Antonio,12,-28.5578576011964,-66.7923388597247,
1166,Carlos Tejedor,2,-35.3914863100084,-62.4199534605415,
1167,Coronel Bogado,21,-33.3158545338128,-60.6026772155148,
1168,Bonpland,7,-29.8174715349719,-57.4278325390256,
1169,Estación Arroyo Clé,8,-32.6350310386839,-59.4015034243036,
1170,Capitán Cáceres,24,-27.1900699263193,-65.6047323872902,
1171,Brea Pozo,22,-28.2438527439867,-63.9533373386705,
1172,Chapanay,13,-32.9847146742597,-68.46439165692,
1173,Santa Clara de Saguier,21,-31.3357488091457,-61.8178384862409,
1174,Córdoba,6,-31.4150461523809,-64.1791140755104,
1175,Juan G. Bazán,9,-24.5429992299499,-60.8329086440619,
1176,Vaqueros,17,-24.6964753845552,-65.4106198661674,
1177,La Puntilla,3,-26.8248891133172,-66.0850814214729,
1178,Palma Sola,9,-25.2479727159914,-57.9762694815241,
1179,Alberdi Viejo,2,-34.439712753893,-61.8465741560368,
1180,Villa del Plata,21,-33.1262945685022,-60.7069216732872,
1181,Caburei,14,-25.6821342595151,-54.1413600614806,
1182,Alto de Sierra,18,-31.5389329666832,-68.4139211008057,
1183,Ubajay,8,-31.7951778227254,-58.3150653208058,
1184,El Divisadero,3,-29.2015274227698,-65.4524837802877,
1185,San Mariano,21,-31.6684130728593,-61.3474426434473,
1186,Puerto Deseado,14,-25.7858361976721,-54.0389539830062,
1187,Malabrigo,21,-29.3487955627013,-59.9699052577942,
1188,Río Colorado,24,-27.1486057205097,-65.3569503045699,
1189,Puerto San Julián,20,-49.314086297116,-67.719744220642,
1190,Las Higueras,6,-33.0898038759835,-64.2853623066603,
1191,San Gustavo,8,-30.6902877479076,-59.3949842943142,
1192,Los Soria,22,-27.6223678234584,-64.3705874466933,
1193,Chilecito,13,-33.8914727579035,-69.0711929644874,
1194,Antillá,17,-26.1195766068482,-64.5933991690153,
1195,Villa Los Llanos - Juárez Celman,6,-31.2757298270107,-64.1646157997346,
1196,Parque Calmayo,6,-32.0254698796365,-64.4646790665809,
1197,Santa María de Punilla,6,-31.275638255093,-64.4636272645669,
1198,El Brillante,8,-32.1795681044772,-58.213321598791,
1199,San Miguel,7,-27.998325926444,-57.5873113031892,
1200,Barrio Militar y Aeropuerto,5,-45.791898173623,-67.470799839968,
1201,Kilómetro 115,21,-28.8247601435944,-60.2234051707498,
1202,Apóstoles,14,-27.9141359337054,-55.7548578406666,
1203,La Quinta,6,-31.0619019122381,-63.1513266097879,
1204,Yaminué,16,-40.9774919517648,-67.1923486036181,
1205,El Sauce,13,-32.8728636856882,-68.7537561885036,
1206,Acevedo,2,-33.7550385031659,-60.4399592941223,
1207,Lomas de Vallejos,7,-27.7378846270323,-57.9198968960182,
1208,El Rincón,18,-31.4482124626697,-68.5412030086576,
1209,Hucal,11,-37.791142027803,-64.0252536594731,
1210,El Borbollón,13,-32.8065587821456,-68.7662806352765,
1211,Pagancillo,12,-29.5415685884711,-68.0999373344882,
1212,Cushamen Centro,5,-42.1730176117551,-70.6613977877613,
1213,Hurlingham,1,-34.5992830551805,-58.6495253867325,
1214,Agua de Castilla,10,-23.2175123011698,-65.8068654624062,
1215,Puerta de Corral Quemado,3,-27.2276088273086,-66.9328205081217,
1216,Onagoity,6,-34.7726306535037,-63.6721545267546,
1217,Pastos Chicos,10,-23.7659911832814,-66.4373791211366,
1218,Mira Pampa,2,-35.8701943036054,-63.3736716297124,
1219,Ausonia,6,-32.6617950020705,-63.2431129540741,
1220,Garza,22,-28.1529411135625,-63.5388733473862,
1221,Barrio Costa Este,16,-39.0291854030259,-67.8108422422004,
1222,Arboledas,2,-36.8831523284642,-61.4877198813931,
1223,Embalse,6,-32.206746994887,-64.4006426100595,
1224,María Magdalena,14,-26.2372829535012,-54.6028964192686,
1225,Villa Moll,2,-35.0779501871778,-59.6518705433013,
1226,Eduardo Castex,11,-35.9160630841589,-64.2955757480516,
1227,El Salado,3,-28.3045192414539,-67.2473765659508,
1228,Juventud Unida,16,-39.0177205754275,-64.0658018261817,
1229,Colonia Liebig's,7,-27.9133581893577,-55.8242391819435,
1230,Santa María de Oro,13,-33.2058931193938,-68.428880477268,
1231,Talapampa,17,-25.5455605722538,-65.5561331281547,
1232,Guandacol,12,-29.5252228612318,-68.5593095064451,
1233,Ex Ingenio Los Ralos,24,-26.8886803487373,-64.9955280855558,
1234,El Brete,6,-30.6726348056743,-64.8718984580637,
1235,Epuyén,5,-42.2292260345562,-71.3710597787051,
1236,Barrio Mutual San Martín,24,-26.7180147893199,-65.2253782558904,
1237,Villa Carmela,24,-26.7679727530668,-65.2724090630554,
1238,Sauce Viejo,21,-31.7660371876277,-60.8305595552308,
1239,Leguizamón,6,-34.2041801239358,-62.9758471821582,
1240,Pozo del Mortero,9,-24.4071675710108,-61.0262078233619,
1241,Castilla,2,-34.6133150947209,-59.9061282408254,
1242,Aguas Blancas,17,-22.7371177944486,-64.3532509266978,
1243,Marisol,2,-38.9205119659931,-60.5349933151085,
1244,Chovet,21,-33.5989940510529,-61.6039571058646,
1245,Villa La Viña,6,-31.8720410450866,-65.0354683666353,
1246,Polvaredas,13,-32.794879312889,-69.6535464148485,
1247,Carhué,2,-37.1794832647306,-62.7599903896298,
1248,Pueblo Pablo Torelo,22,-27.3278150053657,-62.2251929182752,
1249,Alto Verde,13,-33.1195708553263,-68.406751269802,
1250,San Carlos Norte,21,-31.6735445793516,-61.0747670253268,
1251,Villa Unión,12,-29.3165749850402,-68.2273993332811,
1252,Loreto,7,-27.7684268022989,-57.2752518110706,
1253,5ta Sección,13,-32.8879718887663,-68.8538156485345,
1254,La Higuera,3,-27.9396601365619,-65.6976635982792,
1255,Ciudad de los Niños,6,-31.2957499892587,-64.1773285131189,
1256,San Carlos Sud,21,-31.7608202850359,-61.1005778448837,
1257,XX de Setiembre,8,-32.3859188275714,-59.662220630427,
1258,Barrio Luisillo,16,-39.0561994631057,-67.3450893502782,
1259,San Pedro,14,-26.6255314047977,-54.1163019079878,
1260,Barrio Villa S.U.P.E.,5,-45.8364861102947,-67.5024540258022,
1261,Tres Isletas,4,-26.3403245622113,-60.4312615293597,
1262,Andacollo,15,-37.1797450451293,-70.6699597964992,
1263,Bell Ville,6,-32.6303142822017,-62.6887933841481,
1264,La Gallareta,21,-29.5862759292266,-60.3782241422222,
1265,Tigre,1,-34.382019908002,-58.588173872575,
1266,Río Muerto,4,-26.3071261086056,-61.6557594353689,
1267,Germania,2,-34.5770429359056,-62.0478372059771,
1268,Alejandra,21,-29.9092096293439,-59.826868622909,
1269,El Pajonal,3,-28.3721410500963,-66.2950864577145,
1270,Barrio Escuela 633,14,-27.4703554822804,-55.080588446021,
1271,Villa Vil,3,-27.0935167123347,-66.822059795824,
1272,Villa Atamisqui,22,-28.4964440454268,-63.8173285607086,
1273,La Quiaca,10,-22.1044517820432,-65.5963734749511,
1274,Pinamar,2,-37.1138217498107,-56.8580776153146,
1275,La Viña,3,-28.0392837807742,-65.5968360756269,
1276,Villa Benjamín Aráoz,24,-26.5560599880469,-64.797717571888,
1277,Ricardone,21,-32.7706325511652,-60.7840718821777,
1278,Del Campillo,6,-34.3788549787042,-64.4971277806815,
1279,Villa Clara,8,-31.8297990342603,-58.8216098979307,
1280,Pueblo Moreno,8,-31.5870037147946,-60.0601610854207,
1281,Alto de las Juntas,3,-27.4279333673832,-65.9950974433152,
1282,Naupa Huen,16,-39.8302247442401,-69.5091240710262,
1283,Cerro Azul,14,-27.6335752411436,-55.4974159907849,
1284,Monte Caseros,7,-30.2494229600191,-57.6294817667543,
1285,San José,13,-32.891002343834,-68.8233852433118,
1286,Labordeboy,21,-33.7176460275389,-61.3140764679232,
1287,Coronel Belisle,16,-39.1867661859205,-65.9547936228308,
1288,Mi Granja,6,-31.3553500072871,-64.0031894181341,
1289,El Rastreador,6,-33.6661834475089,-63.5393329155376,
1290,Villa San Isidro,6,-31.8259254344776,-64.383554475928,
1291,Funes,21,-32.920864509257,-60.8114362900311,
